Species,Total,Positive,Percentage,MSW05_Family,MSW05_Genus,8-1_AdultForearmLen_mm,12-1_HabitatBreadth,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,BodyMass-Value,BodyMass-SpecLevel
Nyctophilus timoriensis,5,2,0.4,Vespertilionidae,Nyctophilus,43.4,1.0,2083863.67,-7.12,-43.03,-25.07,152.05,114.9,133.47,0.0,4.89,0.0,0.02,39.42,176.42,445.01,1138.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,11.73,1.0
Otomops martiensseni,169,24,0.14201183431952666,Molossidae,Otomops,65.31,1.0,6798311.47,5.19,-32.66,-13.73,42.17,13.88,28.03,0.0,33.97,2.0,0.15,95.23,226.35,1019.57,1508.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,34.3,1.0
Penthetor lucasi,79,0,0.0,Pteropodidae,Penthetor,60.5,1.0,647764.08,7.03,-4.16,1.43,119.26,100.16,109.71,1.0,58.45,3.0,0.17,250.99,249.68,1681.76,1731.16,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,38.17,1.0
Peropteryx kappleri,5,0,0.0,Emballonuridae,Peropteryx,49.5,1.0,4378235.63,18.45,-23.38,-2.46,-38.16,-95.19,-66.67,0.0,41.8,0.0,0.12,145.66,230.93,1320.94,1554.36,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,9.42,1.0
Phylloderma stenops,5,0,0.0,Phyllostomidae,Phylloderma,71.9,1.0,10120814.01,17.56,-29.07,-5.75,-34.79,-94.02,-64.4,0.0,28.29,0.0,0.12,163.13,241.38,1349.01,1566.0,10.0,0.0,0.0,0.0,20.0,10.0,60.0,0.0,ABC,Ar,A,1.0,0.0,53.68,1.0
Phyllostomus discolor,12,2,0.16666666666666666,Phyllostomidae,Phyllostomus,62.5,1.0,12188897.67,19.64,-23.02,-1.69,-34.79,-97.09,-65.94,0.0,22.61,0.0,0.12,154.15,242.55,1302.43,1549.16,30.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,ABC,S,B,1.0,0.0,34.13,1.0
Phyllostomus elongatus,4,0,0.0,Phyllostomidae,Phyllostomus,66.0,1.0,10958600.41,12.59,-23.84,-5.62,-34.79,-81.72,-58.25,0.0,23.16,0.0,0.12,155.48,241.35,1309.45,1545.97,70.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,ABC,S,B,1.0,0.0,40.43,1.0
Phyllostomus hastatus,16,0,0.0,Phyllostomidae,Phyllostomus,83.27,1.0,12690238.32,16.02,-24.14,-4.05,-34.79,-88.57,-61.68,0.0,24.58,0.0,0.11,151.77,238.87,1289.95,1538.68,40.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,ABC,S,B,1.0,0.0,87.21,1.0
Pipistrellus abramus,486,107,0.22016460905349794,Vespertilionidae,Pipistrellus,33.91,1.0,2948954.07,44.37,15.45,29.91,142.07,102.33,122.2,2.0,354.96,33.0,0.05,102.44,141.83,926.69,1022.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,5.87,1.0
Pipistrellus coromandra,29,2,0.06896551724137931,Vespertilionidae,Pipistrellus,30.5,1.0,3731668.19,36.95,5.91,21.43,98.8,67.71,83.26,1.0,313.72,12.0,0.09,109.51,222.53,821.17,1391.61,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,4.6,1.0
Pipistrellus deserti,1,0,0.0,Vespertilionidae,Pipistrellus,30.99,1.0,4904406.9,22.28,2.95,12.62,38.09,-1.5,18.29,0.0,20.72,0.0,0.09,50.4,261.23,577.92,1576.88,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,6.2,2.0
Pipistrellus hesperidus,1,1,1.0,Vespertilionidae,Pipistrellus,32.0,1.0,7996671.91,37.34,-32.3,2.52,44.22,-15.83,14.19,0.0,46.68,0.0,0.14,49.3,218.27,587.74,1418.48,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,5.28,0.0
Pipistrellus javanicus,3,0,0.0,Vespertilionidae,Pipistrellus,32.72,1.0,4504060.92,35.82,-10.37,12.72,127.3,68.31,97.81,1.0,222.66,6.0,0.1,147.9,214.91,1053.77,1451.96,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.29,1.0
Pipistrellus kuhlii,494,138,0.2793522267206478,Vespertilionidae,Pipistrellus,34.69,1.0,4765557.66,47.99,12.59,30.29,73.78,-9.49,32.14,0.0,92.46,3.0,0.08,37.09,146.68,354.8,1080.06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.93,1.0
Pipistrellus nanulus,1,0,0.0,Vespertilionidae,Pipistrellus,28.0,1.0,2374608.18,7.34,-5.08,1.13,33.68,4.26,18.97,0.0,39.52,1.0,0.12,149.48,241.08,1403.0,1567.29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,2.5,1.0
Pipistrellus nathusii,144,32,0.2222222222222222,Vespertilionidae,Pipistrellus,34.03,1.0,5149391.84,59.21,36.38,47.8,50.37,-10.47,19.94,2.0,116.56,10.0,0.00963,55.32,75.68,472.93,577.74,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.31,1.0
Pipistrellus pipistrellus,533,30,0.05628517823639775,Vespertilionidae,Pipistrellus,31.46,1.0,9195388.69,61.5,25.38,43.44,97.96,-10.47,43.74,0.0,101.08,5.0,0.03,48.0,81.94,424.73,709.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,5.69,1.0
Pipistrellus pygmaeus,225,12,0.05333333333333334,Vespertilionidae,Pipistrellus,32.0,1.0,5966364.24,61.5,36.01,48.75,48.18,-10.47,18.85,1.0,115.65,8.0,0.00713,55.54,76.75,460.98,577.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,5.28,0.0
Pipistrellus tenuis,15,0,0.0,Vespertilionidae,Pipistrellus,29.93,1.0,7367449.16,36.25,-10.57,12.84,130.87,66.76,98.82,1.0,243.64,12.0,0.1,130.16,228.99,965.15,1461.98,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,4.7,1.0
Platyrrhinus brachycephalus,1,0,0.0,Phyllostomidae,Platyrrhinus,38.99,1.0,6905773.42,10.74,-17.3,-3.27,-50.86,-79.7,-65.28,0.0,9.24,0.0,0.13,168.21,235.33,1378.06,1563.45,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,14.1,1.0
Platyrrhinus helleri,17,0,0.0,Phyllostomidae,Platyrrhinus,38.09,1.0,10885924.75,18.91,-23.56,-2.32,-44.34,-98.78,-71.56,0.0,17.67,0.0,0.12,158.94,236.48,1334.56,1558.22,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,13.5,1.0
Platyrrhinus infuscus,2,0,0.0,Phyllostomidae,Platyrrhinus,56.49,1.0,2812367.88,6.59,-19.02,-6.21,-61.85,-80.65,-71.25,0.0,19.74,0.0,0.11,162.29,215.49,1301.09,1485.61,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,50.2,1.0
Platyrrhinus lineatus,15,1,0.06666666666666668,Phyllostomidae,Platyrrhinus,46.59,1.0,6717965.67,11.63,-33.06,-10.71,-34.79,-79.74,-57.27,0.0,38.44,1.0,0.09,118.26,211.12,1128.68,1399.18,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,24.36,1.0
Plecotus auritus,128,1,0.0078125,Vespertilionidae,Plecotus,37.72,1.0,12452922.57,65.26,24.04,44.65,145.82,-10.47,67.67,0.0,110.06,1.0,0.02,50.42,46.77,449.95,625.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,7.83,1.0
Plecotus austriacus,31,0,0.0,Vespertilionidae,Plecotus,39.7,1.0,8090041.6,55.38,10.06,32.72,119.32,-17.53,50.89,0.0,102.06,1.0,0.05,41.55,103.59,396.55,888.68,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,7.3,1.0
Ptenochirus jagori,83,27,0.3253012048192771,Pteropodidae,Ptenochirus,84.34,1.0,248720.14,19.0,5.01,12.0,126.6,119.73,123.16,19.0,235.4,32.0,0.09,199.19,241.88,1471.18,1731.81,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,77.25,1.0
Pteronotus davyi,6,1,0.16666666666666666,Mormoopidae,Pteronotus,45.1,1.0,2748221.32,29.71,-8.17,10.77,-60.37,-112.09,-86.23,0.0,63.21,2.0,0.12,126.19,224.94,1175.64,1553.86,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,9.21,1.0
Pteronotus parnellii,356,11,0.03089887640449438,Mormoopidae,Pteronotus,60.09,1.0,8414216.78,29.31,-16.49,6.41,-34.79,-111.54,-73.16,0.0,32.23,0.0,0.12,152.61,240.05,1282.68,1552.85,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,19.67,1.0
Pteronotus personatus,4,0,0.0,Mormoopidae,Pteronotus,44.49,1.0,4866973.12,27.64,-16.35,5.64,-34.79,-110.42,-72.6,0.0,40.21,1.0,0.12,139.39,237.93,1225.62,1550.05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,8.71,1.0
Pteropus giganteus,508,21,0.041338582677165364,Pteropodidae,Pteropus,177.97,1.0,3550847.86,34.03,1.88,17.95,96.91,66.78,81.85,0.0,331.94,34.0,0.09,105.0,243.34,783.94,1421.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,804.17,1.0
Pteropus lylei,367,68,0.18528610354223432,Pteropodidae,Pteropus,151.74,1.0,111952.43,15.05,6.58,10.82,108.48,98.87,103.67,3.0,148.94,8.0,0.08,167.45,259.48,1255.59,1749.45,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,316.67,1.0
Rhinolophus affinis,771,29,0.03761348897535668,Rhinolophidae,Rhinolophus,52.17,1.0,5563218.26,33.18,-10.32,11.43,123.16,77.55,100.35,1.0,211.49,8.0,0.08,150.25,191.86,1133.43,1336.57,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,13.63,1.0
Rhinolophus alcyone,8,0,0.0,Rhinolophidae,Rhinolophus,51.5,1.0,2901061.64,10.59,-5.06,2.76,31.93,-14.49,8.71,0.0,51.66,1.0,0.12,153.64,244.74,1361.21,1561.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,18.75,1.0
