,Species,Total,Positive,Percentage,MSW05_Genus,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterbirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,References,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Certainty,BodyMass-Value,BodyMass-SpecLevel
128,Myotis davidii,116,16,0.13793103448275862,Myotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,7.74,0.0
129,Myotis emarginatus,328,14,0.042682926829268296,Myotis,-999.0,7.56,40.0,-999.0,-999.0,547.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,1.0,216.0,-999.0,-999.0,-999.0,-999.0,413.84,-999.0,-999.0,2.0,-999.0,41.61,-999.0,-999.0,428;543;1297;1658;2143;2151;2352;2438;2470;2622;2633;2634;2655;2920,-999.0,-999.0,-999.0,-999.0,3765086.81,53.39,23.21,38.3,73.14,-9.32,31.91,0.0,118.77,6.0,0.04,48.03,97.72,440.36,748.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,0.0,ABC,7.66,1.0
130,Myotis evotis,56,1,0.017857142857142856,Myotis,-999.0,6.91,36.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,1.0,-999.0,1.22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,543;1297;1658;2143;2151;2622;2655;3023,-999.0,-999.0,-999.0,-999.0,3119769.09,54.76,25.49,40.12,-102.53,-127.89,-115.21,0.0,21.49,0.0,0.08,36.24,60.78,363.99,788.12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,0.0,ABC,6.7,1.0
131,Myotis fimbriatus,26,6,0.2307692307692308,Myotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,100728.99,26.8,22.25,24.53,118.38,113.73,116.06,83.0,366.57,109.0,0.07,114.1,172.79,1135.7,1187.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,7.74,0.0
132,Myotis formosus,66,3,0.045454545454545456,Myotis,-999.0,7.07,48.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1439;1658;2151;2655,-999.0,-999.0,-999.0,-999.0,3602303.43,54.34,-8.84,22.74,133.24,62.64,97.94,1.0,285.66,9.0,0.08,131.68,165.44,966.21,1190.37,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,7.0,1.0
133,Myotis horsfieldii,61,2,0.032786885245901634,Myotis,-999.0,6.05,38.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,76;196;1439;1658;2151;2655,-999.0,-999.0,-999.0,-999.0,1457245.69,26.68,-8.96,8.85,125.15,72.82,98.99,1.0,206.87,4.0,0.13,193.27,245.85,1301.58,1633.73,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,6.26,1.0
134,Myotis ikonnikovi,68,0,0.0,Myotis,-999.0,-999.0,33.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151,5.86,-999.0,-999.0,-999.0,1685813.38,57.22,33.42,45.32,145.82,79.15,112.48,0.0,82.24,1.0,0.03,44.95,5.44,375.42,587.49,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.62,2.0
135,Myotis keaysi,2,0,0.0,Myotis,-999.0,5.45,36.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,3235410.02,23.81,-28.28,-2.23,-59.78,-100.01,-79.9,0.0,42.94,1.0,0.12,131.91,214.67,1226.6,1534.95,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.3,1.0
136,Myotis laniger,11,0,0.0,Myotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,920362.79,31.21,18.16,24.69,117.95,91.45,104.7,1.0,177.28,2.0,0.08,148.27,154.9,1078.23,1239.13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,7.74,0.0
137,Myotis longipes,17,0,0.0,Myotis,-999.0,-999.0,35.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151,7.2,-999.0,-999.0,-999.0,402070.4,35.34,25.02,30.18,90.63,68.5,79.56,0.0,219.35,1.0,0.11,94.68,100.93,766.43,1141.24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,7.25,2.0
138,Myotis lucifugus,205,54,0.2634146341463415,Myotis,-999.0,7.8,37.76,52.7,0.5,730.0,9.29,6.5,1.0,-999.0,59.79,1.0,-999.0,-999.0,-999.0,1.0,1.0,408.0,2.18,30.0,-999.0,37500.0,280.6,-999.0,-999.0,2.0,3.0,26.0,6.79,48.99,43;185;196;488;499;520;543;657;711;755;867;924;937;938;950;1161;1297;1334;1384;1388;1536;1658;1697;1704;1705;1706;1707;1710;1822;20252143;2151;2161;2164;2215;2567;2568;2655;2673;2712;2719;2750;2879;3023;3047,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,7.65,1.0
139,Myotis muricola,4,0,0.0,Myotis,-999.0,4.8,34.69,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;1297;1439;1621;1658;2151;2655;2719,-999.0,-999.0,-999.0,-999.0,6272844.55,36.45,-10.32,13.06,128.34,69.25,98.8,0.0,186.32,4.0,0.1,162.57,195.77,1152.57,1414.46,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,4.09,1.0
140,Myotis myotis,462,32,0.06926406926406926,Myotis,-999.0,25.59,63.9,72.0,-999.0,730.0,-999.0,-999.0,1.0,-999.0,73.0,1.0,-999.0,-999.0,-999.0,1.5,1.0,264.0,6.0,37.54,-999.0,-999.0,399.6,-999.0,-999.0,2.0,3.0,41.99,23.1,-999.0,107;109;110;196;543;762;892;1015;1297;1536;1658;1668;1704;1784;1871;1910;2037;2143;2151;2295;2352;2470;2622;2633;2655;2719;3014,-999.0,-999.0,-999.0,-999.0,3731149.73,58.87,36.01,47.44,34.16,-9.49,12.33,3.0,135.16,15.0,0.00512,58.21,91.02,504.81,658.57,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,0.0,ABC,24.79,1.0
141,Myotis mystacinus,38,1,0.02631578947368421,Myotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,4.99,1.0
142,Myotis nattereri,123,19,0.15447154471544716,Myotis,-999.0,7.25,39.35,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,1.0,180.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,60.41,-999.0,-999.0,107;196;543;1297;1658;1668;1705;2143;2151;2295;2350;2622;2655;2719,-999.0,-999.0,-999.0,-999.0,4811054.08,61.85,30.25,46.05,68.43,-10.47,28.97,0.0,124.35,10.0,0.01,53.52,83.23,461.22,637.45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,0.0,ABC,7.14,1.0
143,Myotis nigricans,17,1,0.05882352941176471,Myotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,14531338.92,24.12,-29.99,-2.93,-34.79,-100.44,-67.62,0.0,26.44,0.0,0.11,145.55,234.83,1263.31,1511.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,4.24,1.0
144,Myotis occultus,17,5,0.29411764705882354,Myotis,-999.0,8.79,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2143,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,8.79,1.0
145,Myotis oxygnathus,24,2,0.08333333333333333,Myotis,-999.0,21.23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2143,-999.0,-999.0,-999.0,-999.0,2492979.74,50.8,33.35,42.08,70.58,-7.68,31.45,0.0,112.2,11.0,0.03,52.89,94.78,482.76,795.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,21.23,1.0
146,Myotis pequinius,42,0,0.0,Myotis,-999.0,-999.0,48.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151,17.41,-999.0,-999.0,-999.0,273300.51,41.45,30.94,36.2,122.7,114.55,118.62,44.0,530.05,101.0,0.04,54.68,114.57,692.59,873.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,9.52,2.0
147,Myotis punicus,3,0,0.0,Myotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,503619.95,37.34,31.46,34.4,14.57,-8.85,2.86,3.0,141.27,5.0,0.1,34.26,154.18,394.64,1163.17,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,7.74,0.0
148,Myotis ricketti,1004,37,0.036852589641434265,Myotis,-999.0,-999.0,56.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151,26.19,-999.0,-999.0,-999.0,796233.64,37.81,21.66,29.74,121.66,98.79,110.23,45.0,374.84,100.5,0.06,106.94,150.94,1000.2,1099.26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,7.74,0.0
149,Myotis riparius,1,1,1.0,Myotis,-999.0,4.57,34.99,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;1297;1658;2151;2622;2655;2752,-999.0,-999.0,-999.0,-999.0,14273179.55,15.88,-34.94,-9.52,-34.79,-86.84,-60.81,0.0,24.54,0.0,0.11,146.96,233.61,1267.62,1501.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.55,1.0
150,Myotis secundus,15,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Myotis siligorensis,44,1,0.022727272727272728,Myotis,-999.0,2.93,32.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,196;1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,1554491.46,32.93,2.66,17.79,119.26,76.47,97.87,0.0,233.71,4.0,0.1,149.61,182.97,1097.96,1350.39,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,2.7,1.0
152,Myotis velifer,7,3,0.42857142857142855,Myotis,-999.0,9.82,41.99,-999.0,-999.0,-999.0,7.7,11.9,1.0,-999.0,63.77,1.0,-999.0,-999.0,-999.0,0.99,1.0,135.96,3.09,-999.0,-999.0,3500.0,420.91,-999.0,-999.0,2.0,3.0,43.0,8.59,-999.0,657;962;1297;1334;1536;1658;1694;1704;1705;2143;2151;2215;2622;2655;2750;2753,-999.0,-999.0,-999.0,-999.0,1714121.75,40.31,13.9,27.11,-87.15,-113.7,-100.43,0.0,43.73,0.0,0.09,56.05,180.04,720.39,1255.64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,10.1,1.0
153,Myotis volans,154,12,0.07792207792207792,Myotis,-999.0,8.71,37.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,1.0,51.0,2.01,42.54,-999.0,-999.0,243.59,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,543;657;725;950;1297;1658;2143;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,4717135.24,60.8,19.12,39.96,-97.41,-137.95,-117.68,0.0,25.7,0.0,0.1,40.33,81.83,405.07,857.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,8.46,1.0
154,Nanonycteris veldkampii,1,1,1.0,Nanonycteris,-999.0,21.89,48.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,258;1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,1388474.86,10.81,3.52,7.16,19.11,-12.49,3.3,3.0,87.79,8.0,0.11,140.81,259.24,1164.08,1580.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,21.89,1.0
155,Natalus stramineus,5,0,0.0,Natalus,-999.0,5.68,38.86,-999.0,17.0,-999.0,-999.0,-999.0,1.0,-999.0,244.85,1.0,-999.0,-999.0,-999.0,0.99,1.0,57.96,1.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,50.53,4.14,-999.0,465;657;889;1297;1658;2040;2143;2151;2655;2750,-999.0,-999.0,-999.0,-999.0,3998095.4,30.42,-22.96,3.72,-34.79,-112.03,-73.41,0.0,48.8,1.0,0.1,120.63,230.73,1097.42,1522.72,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.48,1.0
156,Neoromicia capensis,20,2,0.1,Neoromicia,-999.0,5.96,31.54,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.96,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,44;1257;1297;1658;1938;2143;2151;2622;2655;2900,-999.0,-999.0,-999.0,-999.0,15781762.19,16.33,-34.83,-9.25,44.07,-16.88,13.59,0.0,33.75,1.0,0.13,92.96,230.89,929.27,1505.99,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.96,1.0
157,Neoromicia helios,2,0,0.0,Neoromicia,-999.0,3.56,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1388,-999.0,-999.0,-999.0,-999.0,2275484.15,15.75,-5.31,5.21,47.19,31.54,39.36,0.0,48.19,2.0,0.11,64.83,229.52,829.37,1580.53,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,3.56,1.0
158,Neoromicia nanus,18,1,0.05555555555555555,Neoromicia,-999.0,3.88,29.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,75.56,1.0,-999.0,-999.0,-999.0,1.86,1.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,44;196;287;428;818;1257;1297;1658;1784;2143;2151;2191;2622;2655;2719;2900;3023,-999.0,-999.0,-999.0,-999.0,14429424.31,15.75,-33.4,-8.82,50.48,-16.79,16.84,0.0,36.78,1.0,0.14,102.98,235.81,1011.47,1542.12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,3.88,1.0
159,Neoromicia tenuipinnis,4,0,0.0,Neoromicia,-999.0,5.35,30.96,37.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,892;1658;2143;2151;2655,-999.0,-999.0,-999.0,-999.0,6710058.7,12.81,-10.98,0.91,41.15,-16.79,12.18,0.0,44.28,1.0,0.13,127.51,239.59,1194.73,1553.55,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.35,1.0
160,Neoromicia zuluensis,2,1,0.5,Neoromicia,-999.0,4.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.0,-999.0,-999.0,-999.0,44;1257;2143,-999.0,-999.0,-999.0,-999.0,1155340.39,-17.97,-27.64,-22.81,32.54,13.67,23.1,0.0,15.0,0.0,0.1,40.85,201.2,565.18,1395.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,4.14,1.0
161,Noctilio albiventris,2,0,0.0,Noctilio,2.0,31.46,59.96,66.5,0.0,-999.0,27.54,33.5,3.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,-999.0,-999.0,6.16,38.79,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,77.56,21.0,-999.0,185;196;487;598;889;1297;1367;1528;1658;1784;1822;1948;2144;2151;2622;2655;2719;2751;3023,-999.0,-999.0,-999.0,-999.0,13030875.29,16.72,-30.96,-7.11,-34.79,-93.33,-64.06,0.0,25.32,0.0,0.11,152.62,240.09,1304.55,1532.32,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,G,B,1.0,0.0,0.0,ABC,30.85,1.0
162,Noctilio leporinus,7,0,0.0,Noctilio,-999.0,29.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2143;3043,-999.0,-999.0,-999.0,-999.0,14991800.72,26.18,-33.75,-3.78,-34.79,-109.22,-72.0,0.0,31.17,0.0,0.11,142.79,234.63,1256.03,1510.54,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,G,B,1.0,0.0,0.0,ABC,58.32,1.0
163,Nyctalus aviator,6,0,0.0,Nyctalus,-999.0,-999.0,60.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.91,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1297;1658;2151,31.87,-999.0,-999.0,-999.0,550221.66,46.04,30.92,38.48,145.82,112.24,129.03,42.0,341.1,73.0,0.02,105.2,95.73,770.9,816.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,21.85,2.0
164,Nyctalus lasiopterus,174,5,0.02873563218390805,Nyctalus,-999.0,45.98,64.07,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.82,-999.0,-999.0,5.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,59.44,26.0,-999.0,1297;1658;1705;2151;2583;2622;2655,-999.0,-999.0,-999.0,-999.0,1629085.6,58.1,35.74,46.92,58.42,-6.54,25.93,0.0,86.76,2.0,0.00262,49.28,74.61,456.64,649.43,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,49.73,1.0
